date_key,line_key,city_key,ridership,day_type,target_ridership
20231013,4,1,7449,Weekday,7542
20231014,5,2,5014,Weekend,4965
20231014,8,2,3164,Weekend,3243
20231014,7,2,7640,Weekend,7342
20231014,1,1,8819,Weekend,9083
20231014,4,1,4891,Weekend,4984
20231014,3,1,5224,Weekend,5033
20231014,2,1,10156,Weekend,9984
20231014,6,2,3406,Weekend,3359
20231015,6,2,3301,Weekend,3391
20231015,5,2,3458,Weekend,3606
20231015,8,2,3859,Weekend,4032
20231015,7,2,8532,Weekend,8559
20231015,4,1,4507,Weekend,4464
20231015,3,1,6481,Weekend,6336
20231015,2,1,9634,Weekend,9351
20231015,1,1,9819,Weekend,10242
20231016,6,2,7127,Weekday,6971
20231016,3,1,8739,Weekday,9026
20231016,5,2,6950,Weekday,7159
20231016,7,2,14821,Weekday,14698
20231016,8,2,8050,Weekday,7671
20231016,4,1,8069,Weekday,7943
20231016,2,1,15151,Weekday,14606
20231016,1,1,18223,Weekday,18960
20231017,4,1,8728,Weekday,8885
20231017,3,1,8274,Weekday,8035
20231017,1,1,17679,Weekday,17368
20231017,7,2,16908,Weekday,16805
20231017,5,2,8491,Weekday,8527
20231017,2,1,18645,Weekday,19207
20231017,6,2,9204,Weekday,9307
20231017,8,2,8082,Weekday,8020
20231018,2,1,12796,Weekday,13035
20231018,3,1,8072,Weekday,8276
20231018,8,2,7346,Weekday,7677
20231018,7,2,13004,Weekday,12623
20231018,6,2,6088,Weekday,6062
20231018,1,1,17710,Weekday,17489
20231018,5,2,7040,Weekday,6939
20231018,4,1,8581,Weekday,8360
20231019,3,1,9720,Weekday,10045
20231019,4,1,6672,Weekday,6505
20231019,2,1,16485,Weekday,16703
20231019,1,1,14802,Weekday,15504
20231019,8,2,8345,Weekday,7939
20231019,6,2,9025,Weekday,8657
20231019,7,2,12408,Weekday,12295
20231019,5,2,7276,Weekday,7562
20231020,3,1,8422,Weekday,8202
20231020,2,1,12858,Weekday,12823
20231020,1,1,16224,Weekday,16878
20231020,4,1,8226,Weekday,7949
20231020,6,2,5861,Weekday,5871
20231020,5,2,7624,Weekday,7632
20231020,8,2,7969,Weekday,7624
20231020,7,2,17431,Weekday,18104
20231021,4,1,6082,Weekend,6243
20231021,3,1,5681,Weekend,5487
20231021,2,1,10234,Weekend,10564
20231021,1,1,10067,Weekend,9687
20231021,6,2,4354,Weekend,4478
20231021,5,2,4428,Weekend,4285
20231021,8,2,4446,Weekend,4660
20231021,7,2,8373,Weekend,8473
20231022,5,2,3676,Weekend,3527
20231022,8,2,4493,Weekend,4381
20231022,7,2,9062,Weekend,9485
20231022,4,1,4732,Weekend,4874
20231022,2,1,11811,Weekend,12001
20231022,1,1,11510,Weekend,11504
20231022,3,1,5184,Weekend,5208
20231022,6,2,3926,Weekend,4088
20231023,6,2,7588,Weekday,7391
20231023,8,2,7691,Weekday,7370
20231023,5,2,8798,Weekday,8616
20231023,7,2,13476,Weekday,14034
20231023,3,1,7517,Weekday,7819
20231023,4,1,8848,Weekday,8575
20231023,2,1,16146,Weekday,15920
20231023,1,1,13949,Weekday,13834
20231024,6,2,5551,Weekday,5729
20231024,5,2,9543,Weekday,9603
20231024,4,1,9705,Weekday,10036
20231024,3,1,8303,Weekday,8106
20231024,2,1,14071,Weekday,13961
20231024,1,1,13262,Weekday,13283
20231024,7,2,9699,Weekday,9910
20231024,8,2,8344,Weekday,8322
20231025,3,1,7471,Weekday,7412
20231025,4,1,7519,Weekday,7832
20231025,2,1,15308,Weekday,15129
20231025,1,1,17267,Weekday,17853
20231025,6,2,6883,Weekday,7036
20231025,5,2,6868,Weekday,6660
20231025,8,2,6922,Weekday,6622
20231025,7,2,10419,Weekday,10786
20231026,5,2,5955,Weekday,5787
20231026,8,2,6333,Weekday,6220
20231026,7,2,12637,Weekday,12194
20231026,2,1,16762,Weekday,16954
20231026,1,1,16704,Weekday,16706
20231026,4,1,8398,Weekday,8695
20231026,3,1,6608,Weekday,6911
20231026,6,2,6927,Weekday,6597
20231027,5,2,6776,Weekday,6906
20231027,6,2,5342,Weekday,5491
20231027,3,1,7245,Weekday,7100
20231027,4,1,9016,Weekday,9219
20231027,2,1,19225,Weekday,19069
20231027,1,1,13121,Weekday,13309
20231027,8,2,8136,Weekday,8065
20231027,7,2,12941,Weekday,12802
20231028,8,2,2854,Weekend,2913
20231028,7,2,7623,Weekend,7457
20231028,2,1,10040,Weekend,9911
20231028,1,1,11523,Weekend,11291
20231028,5,2,4084,Weekend,4273
20231028,4,1,5614,Weekend,5364
20231028,3,1,4232,Weekend,4122
20231028,6,2,4482,Weekend,4297
20231029,5,2,3301,Weekend,3401
20231029,7,2,6883,Weekend,6984
20231029,3,1,4899,Weekend,4948
20231029,4,1,4920,Weekend,4757
20231029,2,1,11752,Weekend,11416
20231029,1,1,13319,Weekend,13728
20231029,8,2,3220,Weekend,3178
20231029,6,2,2969,Weekend,2939
20231030,6,2,6958,Weekday,7019
20231030,4,1,8117,Weekday,7819
20231030,3,1,7317,Weekday,7464
20231030,2,1,14674,Weekday,15023
20231030,1,1,13233,Weekday,13436
20231030,7,2,10722,Weekday,11003
20231030,8,2,8679,Weekday,8569
20231030,5,2,5665,Weekday,5607
20231031,7,2,12073,Weekday,12535
20231031,8,2,6189,Weekday,5940
20231031,5,2,8036,Weekday,8385
20231031,6,2,7589,Weekday,7646
20231031,3,1,9128,Weekday,9237
20231031,4,1,7306,Weekday,7300
20231031,2,1,17429,Weekday,16999
20231031,1,1,15967,Weekday,16690
20231101,5,2,5354,Weekday,5181
20231101,6,2,7384,Weekday,7366
20231101,8,2,7625,Weekday,7287
20231101,4,1,7489,Weekday,7202
20231101,2,1,18887,Weekday,18902
20231101,1,1,16630,Weekday,17427
20231101,3,1,7899,Weekday,7776
20231101,7,2,14600,Weekday,14059
20231102,3,1,7993,Weekday,7811
20231102,4,1,6385,Weekday,6583
20231102,2,1,15864,Weekday,16308
20231102,1,1,13937,Weekday,14204
20231102,7,2,12552,Weekday,12637
20231102,8,2,7768,Weekday,7576
20231102,5,2,6734,Weekday,7044
20231102,6,2,5736,Weekday,5915
20231103,4,1,8693,Weekday,8802
20231103,3,1,7137,Weekday,6952
20231103,2,1,16581,Weekday,16980
20231103,1,1,13386,Weekday,14031
20231103,7,2,12476,Weekday,12372
20231103,8,2,7072,Weekday,7370
20231103,5,2,5723,Weekday,5951
20231103,6,2,7418,Weekday,7671
20231104,4,1,5205,Weekend,5143
20231104,2,1,13059,Weekend,12524
20231104,1,1,8688,Weekend,8684
20231104,3,1,5341,Weekend,5451
20231104,7,2,7777,Weekend,8121
20231104,8,2,4072,Weekend,3928
20231104,5,2,3986,Weekend,4119
20231104,6,2,2704,Weekend,2632
20231105,4,1,5912,Weekend,5711
20231105,3,1,4764,Weekend,4834
20231105,2,1,9184,Weekend,9250
20231105,1,1,8975,Weekend,8590
20231105,7,2,7993,Weekend,7646
20231105,8,2,3149,Weekend,3074
20231105,5,2,4007,Weekend,3824
20231105,6,2,5154,Weekend,5291
20231106,4,1,7341,Weekday,7635
20231106,2,1,14109,Weekday,14529
20231106,1,1,11840,Weekday,12059
20231106,3,1,7943,Weekday,8014
20231106,7,2,16458,Weekday,17045
20231106,8,2,4828,Weekday,4638
20231106,5,2,6907,Weekday,6936
20231106,6,2,6176,Weekday,6270
20231107,4,1,8862,Weekday,9230
20231107,3,1,7042,Weekday,7282
20231107,2,1,13791,Weekday,13943
20231107,1,1,8831,Weekday,8643
20231107,7,2,13434,Weekday,13365
20231107,8,2,7664,Weekday,7335
20231107,5,2,8197,Weekday,8448
20231107,6,2,7456,Weekday,7103
20231108,4,1,6756,Weekday,7034
20231108,2,1,12658,Weekday,13073
20231108,1,1,14974,Weekday,15691
20231108,3,1,8032,Weekday,8117
20231108,7,2,12456,Weekday,12896
20231108,8,2,6643,Weekday,6913
20231108,5,2,7494,Weekday,7426
20231108,6,2,6600,Weekday,6504
20231109,4,1,7359,Weekday,7149
20231109,3,1,8135,Weekday,8341
20231109,2,1,14563,Weekday,14616
20231109,1,1,15617,Weekday,15703
20231109,7,2,12554,Weekday,12012
20231109,8,2,3447,Weekday,3530
20231109,5,2,5207,Weekday,5382
20231109,6,2,3733,Weekday,3718
20231110,4,1,7275,Weekday,7598
20231110,2,1,12462,Weekday,11865
20231110,1,1,12756,Weekday,12319
20231110,3,1,7643,Weekday,7955
20231110,7,2,14742,Weekday,14101
20231110,8,2,7159,Weekday,6984
20231110,5,2,9202,Weekday,9260
20231110,6,2,4853,Weekday,4972
20231111,4,1,4529,Weekend,4496
20231111,3,1,4964,Weekend,4722
20231111,2,1,8876,Weekend,9041
20231111,1,1,10973,Weekend,11424
20231111,7,2,6793,Weekend,6697
20231111,8,2,3637,Weekend,3547
20231111,5,2,3842,Weekend,3675
20231111,6,2,4177,Weekend,4129
20231112,4,1,4947,Weekend,5183
20231112,2,1,7265,Weekend,7245
20231112,1,1,9808,Weekend,9583
20231112,7,2,5641,Weekend,5703
20231112,3,1,4457,Weekend,4670
20231112,8,2,2305,Weekend,2290
20231112,5,2,3593,Weekend,3548
20231112,6,2,3743,Weekend,3634
20231113,4,1,8071,Weekday,7834
20231113,3,1,8313,Weekday,7922
20231113,2,1,14738,Weekday,15005
20231113,1,1,16067,Weekday,16678
20231113,7,2,13079,Weekday,13478
20231113,8,2,8035,Weekday,7977
20231113,5,2,6593,Weekday,6333
20231113,6,2,6587,Weekday,6386
20231114,4,1,8502,Weekday,8198
20231114,3,1,6908,Weekday,6678
20231114,2,1,18872,Weekday,19804
20231114,1,1,12823,Weekday,12765
20231114,7,2,11423,Weekday,11448
20231114,8,2,6533,Weekday,6392
20231114,5,2,7455,Weekday,7452
20231114,6,2,7365,Weekday,7662
20231115,4,1,7904,Weekday,7580
20231115,3,1,6971,Weekday,6652
20231115,2,1,13473,Weekday,13965
20231115,1,1,14837,Weekday,14817
20231115,7,2,10458,Weekday,10593
20231115,8,2,8481,Weekday,8285
20231115,5,2,6586,Weekday,6854
20231115,6,2,6913,Weekday,7219
20231116,4,1,7642,Weekday,7481
20231116,3,1,7283,Weekday,7244
20231116,2,1,15900,Weekday,16323
20231116,1,1,15729,Weekday,15759
20231116,7,2,11879,Weekday,12251
20231116,8,2,7555,Weekday,7741
20231116,5,2,8263,Weekday,8576
20231116,6,2,6594,Weekday,6916
20231117,3,1,7452,Weekday,7376
20231117,5,2,6991,Weekday,6856
20231117,8,2,6817,Weekday,6898
20231117,7,2,11586,Weekday,11546
20231117,1,1,13548,Weekday,14082
20231117,2,1,13877,Weekday,13600
20231117,4,1,8180,Weekday,7942
20231117,6,2,6629,Weekday,6933
20231118,5,2,3764,Weekend,3616
20231118,8,2,3786,Weekend,3873
20231118,6,2,2966,Weekend,2898
20231118,4,1,4385,Weekend,4566
20231118,3,1,5142,Weekend,5142
20231118,1,1,9400,Weekend,9294
20231118,2,1,10697,Weekend,10228
20231118,7,2,7782,Weekend,7478
20231119,1,1,7822,Weekend,7582
20231119,2,1,9155,Weekend,9064
20231119,7,2,7272,Weekend,7174
20231119,6,2,2919,Weekend,2985
20231119,5,2,2602,Weekend,2527
20231119,4,1,5773,Weekend,5713
20231119,8,2,4465,Weekend,4681
20231119,3,1,4877,Weekend,5082
20231120,1,1,11537,Weekday,12025
20231120,5,2,7763,Weekday,7803
20231120,3,1,7208,Weekday,7475
20231120,4,1,7768,Weekday,7550
20231120,2,1,15479,Weekday,14722
20231120,6,2,6644,Weekday,6603
20231120,7,2,16766,Weekday,17554
20231120,8,2,6837,Weekday,6627
20231121,6,2,7825,Weekday,7865
20231121,5,2,6648,Weekday,6407
20231121,7,2,13011,Weekday,13458
20231121,4,1,7105,Weekday,7268
20231121,3,1,7379,Weekday,7035
20231121,2,1,15245,Weekday,15384
20231121,1,1,16063,Weekday,15487
20231121,8,2,7271,Weekday,7580
20231122,3,1,6363,Weekday,6267
20231122,4,1,7082,Weekday,7221
20231122,6,2,6295,Weekday,6415
20231122,1,1,15357,Weekday,14777
20231122,2,1,16064,Weekday,15378
20231122,5,2,6789,Weekday,6764
20231122,7,2,12083,Weekday,11542
20231122,8,2,4853,Weekday,4745
20231123,6,2,6812,Weekday,6873
20231123,3,1,7162,Weekday,6881
20231123,4,1,6513,Weekday,6257
20231123,2,1,11994,Weekday,11601
20231123,7,2,11704,Weekday,11311
20231123,5,2,6568,Weekday,6663
20231123,8,2,6603,Weekday,6875
20231123,1,1,13085,Weekday,13296
20231124,1,1,11972,Weekday,12268
20231124,4,1,7332,Weekday,7610
20231124,5,2,6725,Weekday,6488
20231124,7,2,14859,Weekday,14520
20231124,6,2,6655,Weekday,6379
20231124,8,2,7155,Weekday,7358
20231124,3,1,8703,Weekday,9122
20231124,2,1,17089,Weekday,16437
20231125,8,2,3746,Weekend,3771
20231125,2,1,8800,Weekend,8673
20231125,6,2,3643,Weekend,3677
20231125,5,2,4572,Weekend,4648
20231125,4,1,4769,Weekend,4612
20231125,1,1,10762,Weekend,10548
20231125,7,2,6992,Weekend,7097
20231125,3,1,5344,Weekend,5335
20231126,3,1,4077,Weekend,4088
20231126,2,1,9205,Weekend,9484
20231126,8,2,2945,Weekend,2979
20231126,6,2,3233,Weekend,3185
20231126,5,2,3442,Weekend,3345
20231126,7,2,7803,Weekend,7801
20231126,4,1,5154,Weekend,5265
20231126,1,1,9873,Weekend,9859
20231127,3,1,7131,Weekday,7422
20231127,6,2,6459,Weekday,6724
20231127,8,2,6145,Weekday,6131
20231127,4,1,7799,Weekday,8129
20231127,5,2,8409,Weekday,8564
20231127,1,1,15581,Weekday,15670
20231127,7,2,14896,Weekday,14778
20231127,2,1,16853,Weekday,16129
20231128,1,1,14974,Weekday,15051
20231128,4,1,8292,Weekday,8660
20231128,8,2,6189,Weekday,6006
20231128,5,2,6050,Weekday,6258
20231128,7,2,9874,Weekday,9672
20231128,6,2,5277,Weekday,5066
20231128,3,1,7529,Weekday,7395
20231128,2,1,13184,Weekday,12620
20231129,2,1,12007,Weekday,12407
20231129,6,2,7605,Weekday,7795
20231129,8,2,7486,Weekday,7545
20231129,3,1,7698,Weekday,7857
20231129,7,2,7921,Weekday,8155
20231129,5,2,6978,Weekday,7251
20231129,4,1,6225,Weekday,5955
20231129,1,1,13623,Weekday,13169
20231130,2,1,14329,Weekday,14162
20231130,5,2,6653,Weekday,6979
20231130,7,2,10043,Weekday,10065
20231130,1,1,13398,Weekday,12959
20231130,8,2,6648,Weekday,6788
20231130,6,2,7600,Weekday,7487
20231130,3,1,7728,Weekday,7368
20231130,4,1,6872,Weekday,7099
20231201,5,2,7985,Weekday,7815
20231201,7,2,11145,Weekday,10662
20231201,3,1,9044,Weekday,8968
20231201,6,2,6155,Weekday,6021
20231201,2,1,12082,Weekday,11965
20231201,1,1,15254,Weekday,15214
20231201,4,1,7231,Weekday,7198
20231201,8,2,7140,Weekday,6942
20231202,7,2,6570,Weekend,6682
20231202,1,1,11266,Weekend,11154
20231202,8,2,3148,Weekend,3174
20231202,6,2,3793,Weekend,3609
20231202,2,1,8270,Weekend,8321
20231202,4,1,4008,Weekend,3911
20231202,3,1,5741,Weekend,5913
20231202,5,2,4018,Weekend,4013
20231203,5,2,3433,Weekend,3563
20231203,6,2,4266,Weekend,4341
20231203,7,2,6113,Weekend,6184
20231203,1,1,6791,Weekend,6968
20231203,4,1,5216,Weekend,5008
20231203,8,2,3811,Weekend,3703
20231203,2,1,9458,Weekend,9668
20231203,3,1,4297,Weekend,4309
20231204,2,1,12275,Weekday,12703
20231204,7,2,10689,Weekday,10971
20231204,8,2,7621,Weekday,7766
20231204,5,2,8043,Weekday,7853
20231204,6,2,7721,Weekday,7337
20231204,1,1,13943,Weekday,14501
20231204,3,1,6073,Weekday,6181
20231204,4,1,7277,Weekday,7520
20231205,5,2,4441,Weekday,4611
20231205,2,1,11185,Weekday,11191
20231205,1,1,12169,Weekday,12160
20231205,3,1,8857,Weekday,8471
20231205,6,2,7126,Weekday,7001
20231205,4,1,6611,Weekday,6455
20231205,7,2,10037,Weekday,10445
20231205,8,2,7390,Weekday,7609
20231206,2,1,13580,Weekday,13463
20231206,4,1,8706,Weekday,8786
20231206,1,1,15684,Weekday,15910
20231206,8,2,6413,Weekday,6136
20231206,6,2,5533,Weekday,5367
20231206,7,2,13238,Weekday,13702
20231206,3,1,7289,Weekday,7128
20231206,5,2,5584,Weekday,5659
20231207,2,1,14139,Weekday,13460
20231207,1,1,12113,Weekday,12648
20231207,3,1,6233,Weekday,6488
20231207,7,2,11961,Weekday,12441
20231207,8,2,6820,Weekday,7063
20231207,5,2,7153,Weekday,7509
20231207,6,2,6363,Weekday,6639
20231207,4,1,7081,Weekday,6761
20231208,3,1,8100,Weekday,8084
20231208,8,2,7212,Weekday,7011
20231208,2,1,12261,Weekday,11905
20231208,1,1,15178,Weekday,14553
20231208,5,2,5350,Weekday,5197
20231208,6,2,7320,Weekday,7479
20231208,4,1,8701,Weekday,8353
20231208,7,2,11612,Weekday,11123
20231209,7,2,5743,Weekend,5946
20231209,8,2,3358,Weekend,3373
20231209,1,1,9014,Weekend,8988
20231209,4,1,3941,Weekend,4071
20231209,3,1,4413,Weekend,4216
20231209,6,2,4288,Weekend,4228
20231209,5,2,3505,Weekend,3368
20231209,2,1,7687,Weekend,7908
20231210,4,1,4871,Weekend,5015
20231210,7,2,6442,Weekend,6513
20231210,8,2,3171,Weekend,3143
20231210,5,2,2324,Weekend,2312
20231210,6,2,4502,Weekend,4684
20231210,1,1,7697,Weekend,7937
20231210,2,1,7991,Weekend,8174
20231210,3,1,4688,Weekend,4550
20231211,7,2,10939,Weekday,10886
20231211,8,2,6199,Weekday,6011
20231211,5,2,6954,Weekday,7150
20231211,6,2,6266,Weekday,6487
20231211,1,1,13177,Weekday,13248
20231211,3,1,7258,Weekday,7525
20231211,4,1,6711,Weekday,6789
20231211,2,1,12380,Weekday,12383
20231212,2,1,13277,Weekday,13462
20231212,7,2,12543,Weekday,12937
20231212,8,2,7603,Weekday,7524
20231212,5,2,6984,Weekday,7290
20231212,6,2,5207,Weekday,5318
20231212,1,1,9654,Weekday,9411
20231212,3,1,7429,Weekday,7773
20231212,4,1,5404,Weekday,5365
20231213,5,2,6608,Weekday,6916
20231213,6,2,6845,Weekday,7129
20231213,2,1,12846,Weekday,13005
20231213,1,1,15635,Weekday,15813
20231213,3,1,7465,Weekday,7294
20231213,4,1,5171,Weekday,5319
20231213,7,2,10674,Weekday,11158
20231213,8,2,5508,Weekday,5376
20231214,7,2,11214,Weekday,11330
20231214,1,1,15346,Weekday,15062
20231214,3,1,6395,Weekday,6447
20231214,4,1,7707,Weekday,8020
20231214,8,2,5857,Weekday,5763
20231214,2,1,11464,Weekday,11852
20231214,5,2,6488,Weekday,6277
20231214,6,2,5335,Weekday,5498
20231215,1,1,15161,Weekday,14713
20231215,3,1,6579,Weekday,6254
20231215,4,1,8428,Weekday,8092
20231215,7,2,12840,Weekday,13259
20231215,8,2,5379,Weekday,5281
20231215,5,2,5277,Weekday,5323
20231215,6,2,7163,Weekday,7228
20231215,2,1,11089,Weekday,10945
20231216,1,1,8524,Weekend,8298
20231216,3,1,5562,Weekend,5642
20231216,8,2,3196,Weekend,3047
20231216,6,2,3083,Weekend,3070
20231216,2,1,9504,Weekend,9660
20231216,5,2,2827,Weekend,2948
20231216,4,1,4605,Weekend,4395
20231216,7,2,6573,Weekend,6665
20231217,1,1,9684,Weekend,9517
20231217,3,1,5214,Weekend,5358
20231217,4,1,3214,Weekend,3143
20231217,8,2,3032,Weekend,3081
20231217,6,2,3724,Weekend,3724
20231217,7,2,8530,Weekend,8532
20231217,2,1,8691,Weekend,8328
20231217,5,2,4260,Weekend,4119
20231218,1,1,11918,Weekday,11643
20231218,3,1,8395,Weekday,8037
20231218,7,2,12688,Weekday,12928
20231218,8,2,8092,Weekday,8472
20231218,6,2,5612,Weekday,5764
20231218,5,2,6557,Weekday,6872
20231218,4,1,7753,Weekday,8090
20231218,2,1,15436,Weekday,15727
20231219,7,2,13253,Weekday,13180
20231219,8,2,6510,Weekday,6212
20231219,5,2,6755,Weekday,6926
20231219,6,2,7095,Weekday,7152
20231219,1,1,12223,Weekday,12804
20231219,2,1,13006,Weekday,12785
20231219,3,1,7858,Weekday,7548
20231219,4,1,6435,Weekday,6408
20231220,7,2,12966,Weekday,13145
20231220,8,2,7092,Weekday,6878
20231220,5,2,7344,Weekday,7371
20231220,6,2,7723,Weekday,8017
20231220,1,1,16870,Weekday,16205
20231220,3,1,7505,Weekday,7249
20231220,4,1,6991,Weekday,7261
20231220,2,1,14943,Weekday,14829
20231221,7,2,12452,Weekday,12901
20231221,8,2,8476,Weekday,8330
20231221,5,2,5049,Weekday,5265
20231221,6,2,6260,Weekday,6202
20231221,1,1,16868,Weekday,17370
20231221,3,1,5647,Weekday,5421
20231221,4,1,7149,Weekday,6870
20231221,2,1,16151,Weekday,16447
20231222,7,2,11793,Weekday,11595
20231222,8,2,6920,Weekday,6769
20231222,5,2,6224,Weekday,6050
20231222,6,2,6080,Weekday,5929
20231222,1,1,16310,Weekday,16379
20231222,3,1,7659,Weekday,7946
20231222,4,1,6106,Weekday,5956
20231222,2,1,13622,Weekday,13547
20231223,7,2,4964,Weekend,5189
20231223,8,2,3740,Weekend,3849
20231223,5,2,3162,Weekend,3287
20231223,6,2,3101,Weekend,3134
20231223,1,1,9247,Weekend,8989
20231223,2,1,9176,Weekend,9334
20231223,3,1,3958,Weekend,3945
20231223,4,1,4961,Weekend,5058
20231224,7,2,6637,Weekend,6564
20231224,8,2,2785,Weekend,2782
20231224,5,2,3388,Weekend,3359
20231224,6,2,4587,Weekend,4585
20231224,1,1,10374,Weekend,10624
20231224,3,1,3973,Weekend,3841
20231224,4,1,4922,Weekend,4847
20231224,2,1,9213,Weekend,8773
20231225,7,2,12218,Weekday,12469
20231225,8,2,7707,Weekday,7973
20231225,5,2,7357,Weekday,7428
20231225,6,2,6131,Weekday,6097
20231225,1,1,15249,Weekday,15208
20231225,3,1,6456,Weekday,6363
20231225,4,1,8377,Weekday,8026
20231225,2,1,14846,Weekday,14950
20231226,7,2,13109,Weekday,13748
20231226,8,2,6133,Weekday,5912
20231226,5,2,5675,Weekday,5777
20231226,6,2,7675,Weekday,7915
20231226,1,1,12294,Weekday,12541
20231226,3,1,7222,Weekday,7519
20231226,4,1,6540,Weekday,6864
20231226,2,1,14801,Weekday,14389
20231227,7,2,10118,Weekday,10079
20231227,8,2,5896,Weekday,5627
20231227,5,2,5280,Weekday,5253
20231227,6,2,8692,Weekday,8779
20231227,1,1,14240,Weekday,14437
20231227,2,1,15537,Weekday,15968
20231227,3,1,8336,Weekday,8044
20231227,4,1,6944,Weekday,7122
20231228,7,2,12969,Weekday,12343
20231228,8,2,5544,Weekday,5445
20231228,5,2,6671,Weekday,6512
20231228,6,2,7051,Weekday,7038
20231228,1,1,14935,Weekday,15162
20231228,3,1,5940,Weekday,6096
20231228,4,1,7720,Weekday,7420
20231228,2,1,13717,Weekday,14339
20231229,5,2,6300,Weekday,6332
20231229,6,2,5907,Weekday,5746
20231229,1,1,15181,Weekday,15184
20231229,2,1,11237,Weekday,10748
20231229,3,1,6052,Weekday,5824
20231229,4,1,7696,Weekday,7538
20231229,7,2,13880,Weekday,13929
20231229,8,2,5430,Weekday,5450
20231230,1,1,8886,Weekend,8902
20231230,2,1,8286,Weekend,8344
20231230,3,1,4953,Weekend,4838
20231230,4,1,4120,Weekend,4207
20231230,7,2,5399,Weekend,5140
20231230,8,2,4263,Weekend,4098
20231230,5,2,3086,Weekend,3080
20231230,6,2,4110,Weekend,4109
20231231,1,1,7736,Weekend,8057
20231231,2,1,9561,Weekend,9508
20231231,3,1,4508,Weekend,4381
20231231,4,1,5256,Weekend,5122
20231231,7,2,6504,Weekend,6527
20231231,8,2,3460,Weekend,3545
20231231,5,2,3494,Weekend,3455
20231231,6,2,2586,Weekend,2593
20240101,1,1,11609,Weekday,11197
20240101,2,1,12484,Weekday,12513
20240101,3,1,6599,Weekday,6369
20240101,4,1,8789,Weekday,9201
20240101,7,2,12616,Weekday,13053
20240101,8,2,7179,Weekday,6839
20240101,5,2,6499,Weekday,6453
20240101,6,2,6045,Weekday,6133
20240102,7,2,8141,Weekday,8109
20240102,8,2,9030,Weekday,8794
20240102,5,2,6316,Weekday,6117
20240102,1,1,12643,Weekday,12184
20240102,6,2,6607,Weekday,6400
20240102,2,1,13596,Weekday,13860
20240102,3,1,8964,Weekday,8944
20240102,4,1,8548,Weekday,8592
20240103,7,2,12789,Weekday,12720
20240103,8,2,5807,Weekday,5916
20240103,5,2,6791,Weekday,6696
20240103,6,2,7111,Weekday,7119
20240103,1,1,11034,Weekday,10660
20240103,2,1,14168,Weekday,14392
20240103,3,1,8378,Weekday,8636
20240103,4,1,7565,Weekday,7892
20240104,7,2,11416,Weekday,11738
20240104,8,2,6882,Weekday,6632
20240104,5,2,7587,Weekday,7335
20240104,6,2,7653,Weekday,7761
20240104,1,1,12051,Weekday,11831
20240104,2,1,14316,Weekday,14088
20240104,3,1,8111,Weekday,7832
20240104,4,1,8080,Weekday,7909
20240105,7,2,12476,Weekday,12405
20240105,8,2,5325,Weekday,5325
20240105,5,2,5820,Weekday,5867
20240105,6,2,8446,Weekday,8781
20240105,1,1,17705,Weekday,17061
20240105,2,1,14442,Weekday,14932
20240105,3,1,7873,Weekday,8139
20240105,4,1,7981,Weekday,7731
20240106,7,2,5579,Weekend,5345
20240106,8,2,3950,Weekend,3776
20240106,5,2,3957,Weekend,4131
20240106,6,2,3677,Weekend,3747
20240106,1,1,8989,Weekend,9390
20240106,2,1,8193,Weekend,7799
20240106,3,1,4765,Weekend,4659
20240106,4,1,4618,Weekend,4547
20240107,7,2,5063,Weekend,5021
20240107,8,2,3349,Weekend,3285
20240107,5,2,3685,Weekend,3782
20240107,6,2,3204,Weekend,3158
20240107,1,1,9287,Weekend,8839
20240107,2,1,8584,Weekend,8944
20240107,3,1,4580,Weekend,4699
20240107,4,1,4186,Weekend,4254
20240108,7,2,13141,Weekday,12829
20240108,8,2,6841,Weekday,6861
20240108,5,2,7038,Weekday,6918
20240108,6,2,6968,Weekday,7248
20240108,1,1,13333,Weekday,13320
20240108,2,1,11572,Weekday,11157
20240108,3,1,7922,Weekday,7873
20240108,4,1,5979,Weekday,5828
20240109,2,1,14345,Weekday,14711
20240109,3,1,6054,Weekday,6277
20240109,4,1,7658,Weekday,7619
20240109,7,2,8929,Weekday,8795
20240109,8,2,5947,Weekday,5660
20240109,5,2,6608,Weekday,6669
20240109,6,2,6259,Weekday,6516
20240109,1,1,16598,Weekday,16435
20240110,1,1,15453,Weekday,16141
20240110,2,1,15304,Weekday,15493
20240110,3,1,7569,Weekday,7211
20240110,4,1,5900,Weekday,6120
20240110,7,2,13163,Weekday,12726
20240110,8,2,5829,Weekday,5543
20240110,5,2,6464,Weekday,6191
20240110,6,2,5431,Weekday,5184
20240111,1,1,10571,Weekday,11002
20240111,2,1,15157,Weekday,15465
20240111,3,1,8167,Weekday,8378
20240111,4,1,6996,Weekday,7121
20240111,7,2,13755,Weekday,13460
20240111,8,2,7641,Weekday,7315
20240111,5,2,6869,Weekday,6869
20240111,6,2,6099,Weekday,5950
20240112,1,1,10717,Weekday,10631
20240112,2,1,12239,Weekday,11660
20240112,3,1,5083,Weekday,5213
20240112,4,1,7516,Weekday,7361
20240112,7,2,10322,Weekday,10157
20240112,8,2,7379,Weekday,7256
20240112,5,2,7945,Weekday,7919
20240112,6,2,5209,Weekday,5028
20240113,1,1,8562,Weekend,8780
20240113,2,1,9559,Weekend,9808
20240113,3,1,4322,Weekend,4452
20240113,4,1,5002,Weekend,5190
20240113,7,2,4562,Weekend,4519
20240113,8,2,3493,Weekend,3494
